harvest_n;harvest_date;dah;mod;box;tree;n_fruit;perc_infection;Pathogene;infection
1;12/07/2018;4;S1M1;2;4;2;-;-;0
1;12/07/2018;4;S1M1;2;4;3;-;-;0
1;12/07/2018;4;S1M1;2;4;4;-;-;0
1;12/07/2018;4;S1M1;2;4;5;-;-;0
1;12/07/2018;4;S1M1;2;4;6;-;-;0
1;12/07/2018;4;S1M1;2;4;7;-;-;0
1;12/07/2018;4;S1M1;2;3;8;-;-;0
1;12/07/2018;4;S1M1;2;3;9;-;-;0
1;12/07/2018;4;S1M1;2;3;10;-;-;0
1;12/07/2018;4;S1M1;2;3;11;-;-;0
1;12/07/2018;4;S1M1;2;3;12;-;-;0
1;12/07/2018;4;S1M1;2;3;13;-;-;0
1;12/07/2018;4;S1M1;2;3;14;-;-;0
1;12/07/2018;4;S1M1;2;3;15;-;-;0
1;12/07/2018;4;S1M1;3;3;1;-;-;0
1;12/07/2018;4;S1M1;3;3;2;-;-;0
1;12/07/2018;4;S1M1;3;3;3;-;-;0
1;12/07/2018;4;S1M1;3;3;4;-;-;0
1;12/07/2018;4;S1M1;3;3;5;-;-;0
1;12/07/2018;4;S1M1;3;3;6;-;-;0
1;12/07/2018;4;S1M1;3;3;7;-;-;0
1;12/07/2018;4;S1M1;3;5;8;-;-;0
1;12/07/2018;4;S1M1;3;5;9;-;-;0
1;12/07/2018;4;S1M1;3;5;10;-;-;0
1;12/07/2018;4;S1M1;3;5;11;-;-;0
1;12/07/2018;4;S1M1;3;5;12;-;-;0
1;12/07/2018;4;S1M1;3;5;13;-;-;0
1;12/07/2018;4;S1M1;3;5;14;-;-;0
1;12/07/2018;4;S1M1;3;5;15;-;-;0
1;12/07/2018;4;S1M1;4;5;1;-;-;0
1;12/07/2018;4;S1M1;4;5;2;-;-;0
1;12/07/2018;4;S1M1;4;5;3;-;-;0
1;12/07/2018;4;S1M1;4;5;4;-;-;0
1;12/07/2018;4;S1M1;4;5;5;-;-;0
1;12/07/2018;4;S1M1;4;5;6;-;-;0
1;12/07/2018;4;S1M1;4;5;7;-;-;0
1;12/07/2018;4;S1M1;4;6;8;-;-;0
1;12/07/2018;4;S1M1;4;6;9;-;-;0
1;12/07/2018;4;S1M1;4;6;10;-;-;0
1;12/07/2018;4;S1M1;4;6;11;-;-;0
1;12/07/2018;4;S1M1;4;6;12;-;-;0
1;12/07/2018;4;S1M1;4;6;13;-;-;0
1;12/07/2018;4;S1M1;4;6;14;-;-;0
1;12/07/2018;4;S1M1;4;6;15;-;-;0
1;12/07/2018;4;S1M2;1;1;1;-;-;0
1;12/07/2018;4;S1M2;1;1;2;-;-;0
1;12/07/2018;4;S1M2;1;1;3;-;-;0
1;12/07/2018;4;S1M2;1;1;4;-;-;0
1;12/07/2018;4;S1M2;1;1;5;-;-;0
1;12/07/2018;4;S1M2;1;1;6;-;-;0
1;12/07/2018;4;S1M2;1;1;7;-;-;0
1;12/07/2018;4;S1M2;1;2;8;-;-;0
1;12/07/2018;4;S1M2;1;2;9;-;-;0
1;12/07/2018;4;S1M2;1;2;10;-;-;0
1;12/07/2018;4;S1M2;1;2;11;-;-;0
1;12/07/2018;4;S1M2;1;2;12;-;-;0
1;12/07/2018;4;S1M2;1;2;13;-;-;0
1;12/07/2018;4;S1M2;1;2;14;-;-;0
1;12/07/2018;4;S1M2;1;2;15;-;-;0
1;12/07/2018;4;S1M2;2;3;1;-;-;0
1;12/07/2018;4;S1M2;2;3;2;-;-;0
1;12/07/2018;4;S1M2;2;3;3;-;-;0
1;12/07/2018;4;S1M2;2;3;4;-;-;0
1;12/07/2018;4;S1M2;2;3;5;-;-;0
1;12/07/2018;4;S1M2;2;3;6;-;-;0
1;12/07/2018;4;S1M2;2;3;7;-;-;0
1;12/07/2018;4;S1M2;2;5;8;-;-;0
1;12/07/2018;4;S1M2;2;5;9;-;-;0
1;12/07/2018;4;S1M2;2;5;10;-;-;0
1;12/07/2018;4;S1M2;2;5;11;-;-;0
1;12/07/2018;4;S1M2;2;5;12;-;-;0
1;12/07/2018;4;S1M2;2;5;13;-;-;0
1;12/07/2018;4;S1M2;2;5;14;-;-;0
1;12/07/2018;4;S1M2;2;5;15;-;-;0
1;12/07/2018;4;S1M2;3;3;1;-;-;0
1;12/07/2018;4;S1M2;3;3;2;-;-;0
1;12/07/2018;4;S1M2;3;3;3;-;-;0
1;12/07/2018;4;S1M2;3;3;4;-;-;0
1;12/07/2018;4;S1M2;3;3;5;-;-;0
1;12/07/2018;4;S1M2;3;3;6;-;-;0
1;12/07/2018;4;S1M2;3;3;7;-;-;0
1;12/07/2018;4;S1M2;3;4;8;-;-;0
1;12/07/2018;4;S1M2;3;4;9;-;-;0
1;12/07/2018;4;S1M2;3;4;10;-;-;0
1;12/07/2018;4;S1M2;3;4;11;-;-;0
1;12/07/2018;4;S1M2;3;4;12;-;-;0
1;12/07/2018;4;S1M2;3;4;13;-;-;0
1;12/07/2018;4;S1M2;3;4;14;-;-;0
1;12/07/2018;4;S1M2;3;4;15;-;-;0
1;12/07/2018;4;S1M2;4;5;1;-;-;0
1;12/07/2018;4;S1M2;4;5;2;-;-;0
1;12/07/2018;4;S1M2;4;5;3;-;-;0
1;12/07/2018;4;S1M2;4;5;4;-;-;0
1;12/07/2018;4;S1M2;4;5;5;-;-;0
1;12/07/2018;4;S1M2;4;5;6;-;-;0
1;12/07/2018;4;S1M2;4;5;7;-;-;0
1;12/07/2018;4;S1M2;4;5;8;-;-;0
1;12/07/2018;4;S1M2;4;6;9;-;-;0
1;12/07/2018;4;S1M2;4;6;10;-;-;0
1;12/07/2018;4;S1M2;4;6;11;-;-;0
1;12/07/2018;4;S1M2;4;6;12;-;-;0
1;12/07/2018;4;S1M2;4;6;13;-;-;0
1;12/07/2018;4;S1M2;4;6;14;-;-;0
1;12/07/2018;4;S1M2;4;6;15;-;-;0
1;12/07/2018;4;S1M3;1;1;1;-;-;0
1;12/07/2018;4;S1M3;1;1;2;-;-;0
1;12/07/2018;4;S1M3;1;1;3;-;-;0
1;12/07/2018;4;S1M3;1;1;4;-;-;0
1;12/07/2018;4;S1M3;1;1;5;-;-;0
1;12/07/2018;4;S1M3;1;1;6;-;-;0
1;12/07/2018;4;S1M3;1;1;7;-;-;0
1;12/07/2018;4;S1M3;1;2;8;-;-;0
1;12/07/2018;4;S1M3;1;2;9;-;-;0
1;12/07/2018;4;S1M3;1;2;10;-;-;0
1;12/07/2018;4;S1M3;1;2;11;-;-;0
1;12/07/2018;4;S1M3;1;2;12;-;-;0
1;12/07/2018;4;S1M3;1;2;13;-;-;0
1;12/07/2018;4;S1M3;1;2;14;-;-;0
1;12/07/2018;4;S1M3;1;2;15;-;-;0
1;12/07/2018;4;S1M3;2;3;1;-;-;0
1;12/07/2018;4;S1M3;2;3;2;-;-;0
1;12/07/2018;4;S1M3;2;3;3;-;-;0
1;12/07/2018;4;S1M3;2;3;4;-;-;0
1;12/07/2018;4;S1M3;2;3;5;-;-;0
1;12/07/2018;4;S1M3;2;3;6;-;-;0
1;12/07/2018;4;S1M3;2;3;7;-;-;0
1;12/07/2018;4;S1M3;2;4;8;-;-;0
1;12/07/2018;4;S1M3;2;4;9;-;-;0
1;12/07/2018;4;S1M3;2;4;10;-;-;0
1;12/07/2018;4;S1M3;2;4;11;-;-;0
1;12/07/2018;4;S1M3;2;4;12;-;-;0
1;12/07/2018;4;S1M3;2;4;13;-;-;0
1;12/07/2018;4;S1M3;2;4;14;-;-;0
1;12/07/2018;4;S1M3;2;4;15;-;-;0
1;12/07/2018;4;S1M3;3;3;1;-;-;0
1;12/07/2018;4;S1M3;3;3;2;-;-;0
1;12/07/2018;4;S1M3;3;3;3;-;-;0
1;12/07/2018;4;S1M3;3;3;4;-;-;0
1;12/07/2018;4;S1M3;3;3;5;-;-;0
1;12/07/2018;4;S1M3;3;3;6;-;-;0
1;12/07/2018;4;S1M3;3;3;7;-;-;0
1;12/07/2018;4;S1M3;3;4;8;-;-;0
1;12/07/2018;4;S1M3;3;4;9;-;-;0
1;12/07/2018;4;S1M3;3;4;10;-;-;0
1;12/07/2018;4;S1M3;3;4;11;-;-;0
1;12/07/2018;4;S1M3;3;4;12;-;-;0
1;12/07/2018;4;S1M3;3;4;13;-;-;0
1;12/07/2018;4;S1M3;3;4;14;-;-;0
1;12/07/2018;4;S1M3;3;4;15;-;-;0
1;12/07/2018;4;S1M3;4;5;1;-;-;0
1;12/07/2018;4;S1M3;4;5;2;-;-;0
1;12/07/2018;4;S1M3;4;5;3;-;-;0
1;12/07/2018;4;S1M3;4;5;4;-;-;0
1;12/07/2018;4;S1M3;4;5;5;-;-;0
1;12/07/2018;4;S1M3;4;5;6;-;-;0
1;12/07/2018;4;S1M3;4;5;7;-;-;0
1;12/07/2018;4;S1M3;4;5;8;-;-;0
1;12/07/2018;4;S1M3;4;6;9;-;-;0
1;12/07/2018;4;S1M3;4;6;10;-;-;0
1;12/07/2018;4;S1M3;4;6;11;-;-;0
1;12/07/2018;4;S1M3;4;6;12;-;-;0
1;12/07/2018;4;S1M3;4;6;13;-;-;0
1;12/07/2018;4;S1M3;4;6;14;-;-;0
1;12/07/2018;4;S1M3;4;6;15;-;-;0
1;12/07/2018;4;S1M4;1;2;1;-;-;0
1;12/07/2018;4;S1M4;1;2;2;-;-;0
1;12/07/2018;4;S1M4;1;2;3;-;-;0
1;12/07/2018;4;S1M4;1;2;4;-;-;0
1;12/07/2018;4;S1M4;1;2;5;-;-;0
1;12/07/2018;4;S1M4;1;2;6;-;-;0
1;12/07/2018;4;S1M4;1;2;7;-;-;0
1;12/07/2018;4;S1M4;1;1;8;-;-;0
1;12/07/2018;4;S1M4;1;1;9;-;-;0
1;12/07/2018;4;S1M4;1;1;10;-;-;0
1;12/07/2018;4;S1M4;1;1;11;-;-;0
1;12/07/2018;4;S1M4;1;1;12;-;-;0
1;12/07/2018;4;S1M4;1;1;13;-;-;0
1;12/07/2018;4;S1M4;1;1;14;-;-;0
1;12/07/2018;4;S1M4;1;1;15;-;-;0
1;12/07/2018;4;S1M4;2;1;1;-;-;0
1;12/07/2018;4;S1M4;2;1;2;-;-;0
1;12/07/2018;4;S1M4;2;1;3;-;-;0
1;12/07/2018;4;S1M4;2;1;4;-;-;0
1;12/07/2018;4;S1M4;2;1;5;-;-;0
1;12/07/2018;4;S1M4;2;1;6;-;-;0
1;12/07/2018;4;S1M4;2;1;7;-;-;0
1;12/07/2018;4;S1M4;2;3;8;-;-;0
1;12/07/2018;4;S1M4;2;3;9;-;-;0
1;12/07/2018;4;S1M4;2;3;10;-;-;0
1;12/07/2018;4;S1M4;2;3;11;-;-;0
1;12/07/2018;4;S1M4;2;3;12;-;-;0
1;12/07/2018;4;S1M4;2;3;13;-;-;0
1;12/07/2018;4;S1M4;2;3;14;-;-;0
1;12/07/2018;4;S1M4;2;3;15;-;-;0
1;12/07/2018;4;S1M4;3;4;1;-;-;0
1;12/07/2018;4;S1M4;3;4;2;-;-;0
1;12/07/2018;4;S1M4;3;4;3;-;-;0
1;12/07/2018;4;S1M4;3;4;4;-;-;0
1;12/07/2018;4;S1M4;3;4;5;-;-;0
1;12/07/2018;4;S1M4;3;4;6;-;-;0
1;12/07/2018;4;S1M4;3;4;7;-;-;0
1;12/07/2018;4;S1M4;3;4;8;-;-;0
1;12/07/2018;4;S1M4;3;3;9;-;-;0
1;12/07/2018;4;S1M4;3;3;10;-;-;0
1;12/07/2018;4;S1M4;3;3;11;-;-;0
1;12/07/2018;4;S1M4;3;3;12;-;-;0
1;12/07/2018;4;S1M4;3;3;13;-;-;0
1;12/07/2018;4;S1M4;3;3;14;-;-;0
1;12/07/2018;4;S1M4;3;3;15;-;-;0
1;12/07/2018;4;S1M4;4;5;1;-;-;0
1;12/07/2018;4;S1M4;4;5;2;-;-;0
1;12/07/2018;4;S1M4;4;5;3;-;-;0
1;12/07/2018;4;S1M4;4;5;4;-;-;0
1;12/07/2018;4;S1M4;4;5;5;-;-;0
1;12/07/2018;4;S1M4;4;5;6;-;-;0
1;12/07/2018;4;S1M4;4;5;7;-;-;0
1;12/07/2018;4;S1M4;4;6;8;-;-;0
1;12/07/2018;4;S1M4;4;6;9;-;-;0
1;12/07/2018;4;S1M4;4;6;10;-;-;0
1;12/07/2018;4;S1M4;4;6;11;-;-;0
1;12/07/2018;4;S1M4;4;6;12;-;-;0
1;12/07/2018;4;S1M4;4;6;13;-;-;0
1;12/07/2018;4;S1M4;4;6;14;-;-;0
1;12/07/2018;4;S1M4;4;6;15;-;-;0
1;12/07/2018;4;S2M1;1;1;1;-;-;0
1;12/07/2018;4;S2M1;1;1;2;-;-;0
1;12/07/2018;4;S2M1;1;1;3;-;-;0
1;12/07/2018;4;S2M1;1;1;4;-;-;0
1;12/07/2018;4;S2M1;1;1;5;-;-;0
1;12/07/2018;4;S2M1;1;1;6;-;-;0
1;12/07/2018;4;S2M1;1;1;7;-;-;0
1;12/07/2018;4;S2M1;1;1;8;-;-;0
1;12/07/2018;4;S2M1;1;2;9;-;-;0
1;12/07/2018;4;S2M1;1;2;10;-;-;0
1;12/07/2018;4;S2M1;1;2;11;-;-;0
1;12/07/2018;4;S2M1;1;2;12;-;-;0
1;12/07/2018;4;S2M1;1;2;13;-;-;0
1;12/07/2018;4;S2M1;1;2;14;-;-;0
1;12/07/2018;4;S2M1;1;2;15;-;-;0
1;12/07/2018;4;S2M1;2;2;1;-;-;0
1;12/07/2018;4;S2M1;2;2;2;-;-;0
1;12/07/2018;4;S2M1;2;2;3;-;-;0
1;12/07/2018;4;S2M1;2;2;4;-;-;0
1;12/07/2018;4;S2M1;2;2;5;-;-;0
1;12/07/2018;4;S2M1;2;2;6;-;-;0
1;12/07/2018;4;S2M1;2;2;7;-;-;0
1;12/07/2018;4;S2M1;2;3;8;-;-;0
1;12/07/2018;4;S2M1;2;3;9;-;-;0
1;12/07/2018;4;S2M1;2;3;10;-;-;0
1;12/07/2018;4;S2M1;2;3;11;-;-;0
1;12/07/2018;4;S2M1;2;3;12;-;-;0
1;12/07/2018;4;S2M1;2;3;13;-;-;0
1;12/07/2018;4;S2M1;2;3;14;-;-;0
1;12/07/2018;4;S2M1;2;3;15;-;-;0
1;12/07/2018;4;S2M1;3;4;1;-;-;0
1;12/07/2018;4;S2M1;3;4;2;-;-;0
1;12/07/2018;4;S2M1;3;4;3;-;-;0
1;12/07/2018;4;S2M1;3;4;4;-;-;0
1;12/07/2018;4;S2M1;3;4;5;-;-;0
1;12/07/2018;4;S2M1;3;4;6;-;-;0
1;12/07/2018;4;S2M1;3;4;7;-;-;0
1;12/07/2018;4;S2M1;3;4;8;-;-;0
1;12/07/2018;4;S2M1;3;5;9;-;-;0
1;12/07/2018;4;S2M1;3;5;10;-;-;0
1;12/07/2018;4;S2M1;3;5;11;-;-;0
1;12/07/2018;4;S2M1;3;5;12;-;-;0
1;12/07/2018;4;S2M1;3;5;13;-;-;0
1;12/07/2018;4;S2M1;3;5;14;-;-;0
1;12/07/2018;4;S2M1;3;5;15;-;-;0
1;12/07/2018;4;S2M1;4;4;1;-;-;0
1;12/07/2018;4;S2M1;4;4;2;-;-;0
1;12/07/2018;4;S2M1;4;4;3;-;-;0
1;12/07/2018;4;S2M1;4;4;4;-;-;0
1;12/07/2018;4;S2M1;4;4;5;-;-;0
1;12/07/2018;4;S2M1;4;4;6;-;-;0
1;12/07/2018;4;S2M1;4;4;7;-;-;0
1;12/07/2018;4;S2M1;4;6;8;-;-;0
1;12/07/2018;4;S2M1;4;6;9;-;-;0
1;12/07/2018;4;S2M1;4;6;10;-;-;0
1;12/07/2018;4;S2M1;4;6;11;-;-;0
1;12/07/2018;4;S2M1;4;6;12;-;-;0
1;12/07/2018;4;S2M1;4;6;13;-;-;0
1;12/07/2018;4;S2M1;4;6;14;-;-;0
1;12/07/2018;4;S2M1;4;6;15;-;-;0
1;12/07/2018;4;S2M2;1;4;1;-;-;0
1;12/07/2018;4;S2M2;1;4;2;-;-;0
1;12/07/2018;4;S2M2;1;4;3;-;-;0
1;12/07/2018;4;S2M2;1;4;4;-;-;0
1;12/07/2018;4;S2M2;1;4;5;-;-;0
1;12/07/2018;4;S2M2;1;4;6;-;-;0
1;12/07/2018;4;S2M2;1;4;7;-;-;0
1;12/07/2018;4;S2M2;1;4;8;-;-;0
1;12/07/2018;4;S2M2;1;3;9;-;-;0
1;12/07/2018;4;S2M2;1;3;10;-;-;0
1;12/07/2018;4;S2M2;1;3;11;-;-;0
1;12/07/2018;4;S2M2;1;3;12;-;-;0
1;12/07/2018;4;S2M2;1;3;13;-;-;0
1;12/07/2018;4;S2M2;1;3;14;-;-;0
1;12/07/2018;4;S2M2;1;3;15;-;-;0
1;12/07/2018;4;S2M2;2;5;1;-;-;0
1;12/07/2018;4;S2M2;2;5;2;-;-;0
1;12/07/2018;4;S2M2;2;5;3;-;-;0
1;12/07/2018;4;S2M2;2;5;4;-;-;0
1;12/07/2018;4;S2M2;2;5;5;-;-;0
1;12/07/2018;4;S2M2;2;5;6;-;-;0
1;12/07/2018;4;S2M2;2;5;7;-;-;0
1;12/07/2018;4;S2M2;2;6;8;-;-;0
1;12/07/2018;4;S2M2;2;6;9;-;-;0
1;12/07/2018;4;S2M2;2;6;10;-;-;0
1;12/07/2018;4;S2M2;2;6;11;-;-;0
1;12/07/2018;4;S2M2;2;6;12;-;-;0
1;12/07/2018;4;S2M2;2;6;13;-;-;0
1;12/07/2018;4;S2M2;2;6;14;-;-;0
1;12/07/2018;4;S2M2;2;6;15;-;-;0
1;12/07/2018;4;S2M2;3;1;1;-;-;0
1;12/07/2018;4;S2M2;3;1;2;-;-;0
1;12/07/2018;4;S2M2;3;1;3;-;-;0
1;12/07/2018;4;S2M2;3;1;4;-;-;0
1;12/07/2018;4;S2M2;3;1;5;-;-;0
1;12/07/2018;4;S2M2;3;1;6;-;-;0
1;12/07/2018;4;S2M2;3;1;7;-;-;0
1;12/07/2018;4;S2M2;3;1;8;-;-;0
1;12/07/2018;4;S2M2;3;2;9;-;-;0
1;12/07/2018;4;S2M2;3;2;10;-;-;0
1;12/07/2018;4;S2M2;3;2;11;-;-;0
1;12/07/2018;4;S2M2;3;2;12;-;-;0
1;12/07/2018;4;S2M2;3;2;13;-;-;0
1;12/07/2018;4;S2M2;3;2;14;-;-;0
1;12/07/2018;4;S2M2;3;2;15;-;-;0
1;12/07/2018;4;S2M2;4;1;1;-;-;0
1;12/07/2018;4;S2M2;4;1;2;-;-;0
1;12/07/2018;4;S2M2;4;1;3;-;-;0
1;12/07/2018;4;S2M2;4;1;4;-;-;0
1;12/07/2018;4;S2M2;4;1;5;-;-;0
1;12/07/2018;4;S2M2;4;1;6;-;-;0
1;12/07/2018;4;S2M2;4;1;7;-;-;0
1;12/07/2018;4;S2M2;4;1;8;-;-;0
1;12/07/2018;4;S2M2;4;2;9;-;-;0
1;12/07/2018;4;S2M2;4;2;10;-;-;0
1;12/07/2018;4;S2M2;4;2;11;-;-;0
1;12/07/2018;4;S2M2;4;2;12;-;-;0
1;12/07/2018;4;S2M2;4;2;13;-;-;0
1;12/07/2018;4;S2M2;4;2;14;-;-;0
1;12/07/2018;4;S2M2;4;2;15;-;-;0
1;12/07/2018;4;S2M3;1;2;1;-;-;0
1;12/07/2018;4;S2M3;1;2;2;-;-;0
1;12/07/2018;4;S2M3;1;2;3;-;-;0
1;12/07/2018;4;S2M3;1;2;4;-;-;0
1;12/07/2018;4;S2M3;1;2;5;-;-;0
1;12/07/2018;4;S2M3;1;2;6;-;-;0
1;12/07/2018;4;S2M3;1;2;7;-;-;0
1;12/07/2018;4;S2M3;1;2;8;-;-;0
1;12/07/2018;4;S2M3;1;2;9;-;-;0
1;12/07/2018;4;S2M3;1;1;10;-;-;0
1;12/07/2018;4;S2M3;1;1;11;-;-;0
1;12/07/2018;4;S2M3;1;1;12;-;-;0
1;12/07/2018;4;S2M3;1;1;13;-;-;0
1;12/07/2018;4;S2M3;1;1;14;-;-;0
1;12/07/2018;4;S2M3;1;1;15;-;-;0
1;12/07/2018;4;S2M3;2;3;1;-;-;0
1;12/07/2018;4;S2M3;2;3;2;-;-;0
1;12/07/2018;4;S2M3;2;3;3;-;-;0
1;12/07/2018;4;S2M3;2;3;4;-;-;0
1;12/07/2018;4;S2M3;2;3;5;-;-;0
1;12/07/2018;4;S2M3;2;3;6;-;-;0
1;12/07/2018;4;S2M3;2;3;7;-;-;0
1;12/07/2018;4;S2M3;2;3;8;-;-;0
1;12/07/2018;4;S2M3;2;4;9;-;-;0
1;12/07/2018;4;S2M3;2;4;10;-;-;0
1;12/07/2018;4;S2M3;2;4;11;-;-;0
1;12/07/2018;4;S2M3;2;4;12;-;-;0
1;12/07/2018;4;S2M3;2;4;13;-;-;0
1;12/07/2018;4;S2M3;2;4;14;-;-;0
1;12/07/2018;4;S2M3;2;4;15;-;-;0
1;12/07/2018;4;S2M3;3;3;1;-;-;0
1;12/07/2018;4;S2M3;3;3;2;-;-;0
1;12/07/2018;4;S2M3;3;3;3;-;-;0
1;12/07/2018;4;S2M3;3;3;4;-;-;0
1;12/07/2018;4;S2M3;3;3;5;-;-;0
1;12/07/2018;4;S2M3;3;3;6;-;-;0
1;12/07/2018;4;S2M3;3;3;7;-;-;0
1;12/07/2018;4;S2M3;3;5;8;-;-;0
1;12/07/2018;4;S2M3;3;5;9;-;-;0
1;12/07/2018;4;S2M3;3;5;10;-;-;0
1;12/07/2018;4;S2M3;3;5;11;-;-;0
1;12/07/2018;4;S2M3;3;5;12;-;-;0
1;12/07/2018;4;S2M3;3;5;13;-;-;0
1;12/07/2018;4;S2M3;3;5;14;-;-;0
1;12/07/2018;4;S2M3;3;5;15;-;-;0
1;12/07/2018;4;S2M3;4;5;1;-;-;0
1;12/07/2018;4;S2M3;4;5;2;-;-;0
1;12/07/2018;4;S2M3;4;5;3;-;-;0
1;12/07/2018;4;S2M3;4;5;4;-;-;0
1;12/07/2018;4;S2M3;4;5;5;-;-;0
1;12/07/2018;4;S2M3;4;5;6;-;-;0
1;12/07/2018;4;S2M3;4;5;7;-;-;0
1;12/07/2018;4;S2M3;4;5;8;-;-;0
1;12/07/2018;4;S2M3;4;6;9;-;-;0
1;12/07/2018;4;S2M3;4;6;10;-;-;0
1;12/07/2018;4;S2M3;4;6;11;-;-;0
1;12/07/2018;4;S2M3;4;6;12;-;-;0
1;12/07/2018;4;S2M3;4;6;13;-;-;0
1;12/07/2018;4;S2M3;4;6;14;-;-;0
1;12/07/2018;4;S2M3;4;6;15;-;-;0
1;12/07/2018;4;S2M4;1;5;1;-;-;0
1;12/07/2018;4;S2M4;1;5;2;-;-;0
1;12/07/2018;4;S2M4;1;5;3;-;-;0
1;12/07/2018;4;S2M4;1;5;4;-;-;0
1;12/07/2018;4;S2M4;1;5;5;-;-;0
1;12/07/2018;4;S2M4;1;5;6;-;-;0
1;12/07/2018;4;S2M4;1;5;7;-;-;0
1;12/07/2018;4;S2M4;1;6;8;-;-;0
1;12/07/2018;4;S2M4;1;6;9;-;-;0
1;12/07/2018;4;S2M4;1;6;10;-;-;0
1;12/07/2018;4;S2M4;1;6;11;-;-;0
1;12/07/2018;4;S2M4;1;6;12;-;-;0
1;12/07/2018;4;S2M4;1;6;13;-;-;0
1;12/07/2018;4;S2M4;1;6;14;-;-;0
1;12/07/2018;4;S2M4;1;6;15;-;-;0
1;12/07/2018;4;S2M4;2;4;1;-;-;0
1;12/07/2018;4;S2M4;2;4;2;-;-;0
1;12/07/2018;4;S2M4;2;4;3;-;-;0
1;12/07/2018;4;S2M4;2;4;4;-;-;0
1;12/07/2018;4;S2M4;2;4;5;-;-;0
1;12/07/2018;4;S2M4;2;4;6;-;-;0
1;12/07/2018;4;S2M4;2;4;7;-;-;0
1;12/07/2018;4;S2M4;2;6;8;-;-;0
1;12/07/2018;4;S2M4;2;6;9;-;-;0
1;12/07/2018;4;S2M4;2;6;10;-;-;0
1;12/07/2018;4;S2M4;2;6;11;-;-;0
1;12/07/2018;4;S2M4;2;6;12;-;-;0
1;12/07/2018;4;S2M4;2;6;13;-;-;0
1;12/07/2018;4;S2M4;2;6;14;-;-;0
1;12/07/2018;4;S2M4;2;6;15;Absent;A;Absent
1;12/07/2018;4;S2M4;3;4;1;-;-;0
1;12/07/2018;4;S2M4;3;4;2;-;-;0
1;12/07/2018;4;S2M4;3;4;3;-;-;0
1;12/07/2018;4;S2M4;3;4;4;-;-;0
1;12/07/2018;4;S2M4;3;4;5;-;-;0
1;12/07/2018;4;S2M4;3;4;6;-;-;0
1;12/07/2018;4;S2M4;3;4;7;-;-;0
1;12/07/2018;4;S2M4;3;4;8;-;-;0
1;12/07/2018;4;S2M4;3;3;9;-;-;0
1;12/07/2018;4;S2M4;3;3;10;-;-;0
1;12/07/2018;4;S2M4;3;3;11;-;-;0
1;12/07/2018;4;S2M4;3;3;12;-;-;0
1;12/07/2018;4;S2M4;3;3;13;-;-;0
1;12/07/2018;4;S2M4;3;3;14;-;-;0
1;12/07/2018;4;S2M4;3;3;15;-;-;0
1;12/07/2018;4;S2M4;4;2;1;-;-;0
1;12/07/2018;4;S2M4;4;2;2;-;-;0
1;12/07/2018;4;S2M4;4;2;3;-;-;0
1;12/07/2018;4;S2M4;4;2;4;-;-;0
1;12/07/2018;4;S2M4;4;2;5;-;-;0
1;12/07/2018;4;S2M4;4;2;6;-;-;0
1;12/07/2018;4;S2M4;4;2;7;-;-;0
1;12/07/2018;4;S2M4;4;1;8;-;-;0
1;12/07/2018;4;S2M4;4;1;9;-;-;0
1;12/07/2018;4;S2M4;4;1;10;-;-;0
1;12/07/2018;4;S2M4;4;1;11;-;-;0
1;12/07/2018;4;S2M4;4;1;12;-;-;0
1;12/07/2018;4;S2M4;4;1;13;-;-;0
1;12/07/2018;4;S2M4;4;1;14;-;-;0
1;12/07/2018;4;S2M4;4;1;15;-;-;0
1;12/07/2018;6;S1M1;1;1;1;-;-;0
1;12/07/2018;6;S1M1;1;1;2;-;-;0
1;12/07/2018;6;S1M1;1;1;3;-;-;0
1;12/07/2018;6;S1M1;1;1;4;-;-;0
1;12/07/2018;6;S1M1;1;1;5;-;-;0
1;12/07/2018;6;S1M1;1;1;6;-;-;0
1;12/07/2018;6;S1M1;1;1;7;-;-;0
1;12/07/2018;6;S1M1;1;1;8;-;-;0
1;12/07/2018;6;S1M1;1;2;9;-;-;0
1;12/07/2018;6;S1M1;1;2;10;-;-;0
1;12/07/2018;6;S1M1;1;2;11;-;-;0
1;12/07/2018;6;S1M1;1;2;12;-;-;0
1;12/07/2018;6;S1M1;1;2;13;-;-;0
1;12/07/2018;6;S1M1;1;2;14;-;-;0
1;12/07/2018;6;S1M1;1;2;15;-;-;0
1;12/07/2018;6;S1M1;2;4;1;-;-;0
1;12/07/2018;6;S1M1;2;4;2;-;-;0
1;12/07/2018;6;S1M1;2;4;3;-;-;0
1;12/07/2018;6;S1M1;2;4;4;-;-;0
1;12/07/2018;6;S1M1;2;4;5;-;-;0
1;12/07/2018;6;S1M1;2;4;6;-;-;0
1;12/07/2018;6;S1M1;2;4;7;-;-;0
1;12/07/2018;6;S1M1;2;3;8;-;-;0
1;12/07/2018;6;S1M1;2;3;9;-;-;0
1;12/07/2018;6;S1M1;2;3;10;-;-;0
1;12/07/2018;6;S1M1;2;3;11;-;-;0
1;12/07/2018;6;S1M1;2;3;12;-;-;0
1;12/07/2018;6;S1M1;2;3;13;-;-;0
1;12/07/2018;6;S1M1;2;3;14;-;-;0
1;12/07/2018;6;S1M1;2;3;15;-;-;0
1;12/07/2018;6;S1M1;3;3;1;-;-;0
1;12/07/2018;6;S1M1;3;3;2;-;-;0
1;12/07/2018;6;S1M1;3;3;3;-;-;0
1;12/07/2018;6;S1M1;3;3;4;-;-;0
